Title,age,height,body_type,region_origin,sphere_of_employment,app_source,chat_channel,met,days_to_meet,sex_quality,emotional_comfort,chemistry,communication_style_match,relationship_outcome,activity
4145,44,160-170,athletic,EasternEurope,it / tech,tinder,telegram,0,,,,,,0,not active
3186,45,160-170,athletic,SouthAmerica,engineering / manufacturing,tinder,instagram dm,0,,,,,,0,not active
2946,24,160-170,slim,Asia,arts / media / design,Hinge,snapchat,1,7-15,4.0,1.0,4.0,1.0,0,not active
13707,49,170-180,mediocre,CentralEurope,it / tech,Hinge,instagram dm,0,,,,,,0,not active
10922,44,180-190,athletic,EasternEurope,public sector / government,Hinge,snapchat,1,1-7,5.0,4.0,2.0,4.0,1,not active
12661,29,160-170,athletic,SouthAmerica,education / academia,Hinge,whatsapp,1,7-15,1.0,2.0,2.0,2.0,0,not active
12528,21,190-200,muscular,Africa,it / tech,grindr,instagram dm,1,7-15,3.0,3.0,2.0,3.0,2,active
1780,48,160-170,athletic,Asia,finance / banking / consulting,Hinge,instagram dm,0,,,,,,0,not active
4992,52,170-180,slim,EasternEurope,engineering / manufacturing,tinder,snapchat,0,,,,,,0,not active
4607,24,170-180,muscular,SouthAmerica,service / hospitality,tinder,snapchat,1,15-30,4.0,2.0,3.0,2.0,2,active
625,52,190-200,average,NorthAmerica,student,tinder,snapchat,0,,,,,,0,not active
10471,48,180-190,muscular,SouthEurope,finance / banking / consulting,Hinge,instagram dm,0,,,,,,0,not active
952,47,190-200,athletic,MiddleEast,finance / banking / consulting,Hinge,instagram dm,1,7-15,4.0,3.0,4.0,3.0,2,active
7818,44,190-200,average,MiddleEast,engineering / manufacturing,tinder,snapchat,0,,,,,,0,not active
14419,46,160-170,athletic,WesternEurope,sales / marketing,Hinge,instagram dm,1,1-7,2.0,3.0,2.0,3.0,1,not active
2305,30,200-210,athletic,MiddleEast,public sector / government,instagram,snapchat,1,1-7,4.0,4.0,3.0,4.0,1,active
12334,27,180-190,average,NorthAmerica,unemployed,tinder,whatsapp,1,1-7,1.0,4.0,5.0,4.0,1,not active
2568,50,200-210,athletic,SouthAmerica,healthcare / medicine,Bumble,instagram dm,0,,,,,,0,not active
354,19,200-210,muscular,Asia,finance / banking / consulting,instagram,instagram dm,0,,,,,,0,not active
495,52,180-190,average,SouthAmerica,sales / marketing,grindr,instagram dm,0,,,,,,0,not active
5471,28,180-190,muscular,NorthAmerica,sales / marketing,tinder,whatsapp,1,7-15,1.0,3.0,5.0,3.0,1,active
10564,47,180-190,mediocre,EasternEurope,engineering / manufacturing,tinder,whatsapp,1,7-15,3.0,4.0,3.0,4.0,0,not active
13918,24,180-190,average,EasternEurope,self-employed,tinder,snapchat,1,7-15,4.0,3.0,1.0,3.0,1,active
13290,37,180-190,average,SouthEurope,finance / banking / consulting,grindr,snapchat,1,1-7,2.0,3.0,2.0,3.0,1,active
10808,38,160-170,average,EasternEurope,engineering / manufacturing,tinder,tinder,0,,,,,,0,not active
10223,24,160-170,average,EasternEurope,public sector / government,tinder,instagram dm,0,,,,,,0,not active
1127,18,180-190,muscular,EasternEurope,engineering / manufacturing,grindr,instagram dm,0,,,,,,0,not active
5752,40,190-200,athletic,MiddleEast,public sector / government,Bumble,snapchat,1,1-7,5.0,2.0,4.0,1.0,2,active
13932,37,180-190,mediocre,SouthAmerica,unemployed,tinder,snapchat,0,,,,,,0,not active
2418,29,200-210,muscular,Africa,public sector / government,tinder,instagram dm,1,7-15,0.0,2.0,4.0,2.0,2,active
9332,35,190-200,muscular,NorthAmerica,education / academia,Bumble,whatsapp,0,,,,,,0,not active
4977,20,170-180,average,CentralEurope,education / academia,Bumble,snapchat,1,7-15,3.0,3.0,2.0,3.0,1,active
5252,43,200-210,average,Africa,engineering / manufacturing,grindr,grindr,0,,,,,,0,not active
1384,26,180-190,average,Asia,public sector / government,grindr,snapchat,0,,,,,,0,not active
8302,24,180-190,average,WesternEurope,engineering / manufacturing,grindr,whatsapp,1,7-15,1.0,1.0,4.0,1.0,0,not active
3405,25,190-200,athletic,NorthAmerica,service / hospitality,grindr,grindr,1,other,2.0,3.0,5.0,3.0,1,active
5856,23,190-200,muscular,CentralEurope,finance / banking / consulting,tinder,snapchat,0,,,,,,0,not active
5326,37,180-190,athletic,Asia,finance / banking / consulting,Hinge,grindr,0,,,,,,0,not active
2140,18,160-170,athletic,SouthEurope,arts / media / design,Hinge,snapchat,1,15-30,0.0,4.0,2.0,4.0,1,active
9975,51,190-200,muscular,NorthAmerica,sales / marketing,tinder,snapchat,0,,,,,,0,not active
5786,44,170-180,average,SouthEurope,education / academia,Bumble,whatsapp,0,,,,,,0,not active
2038,34,190-200,average,SouthAmerica,service / hospitality,Hinge,whatsapp,1,7-15,0.0,1.0,3.0,1.0,0,not active
11932,21,190-200,athletic,Africa,engineering / manufacturing,Hinge,instagram dm,0,,,,,,1,not active
11143,35,170-180,athletic,NorthAmerica,education / academia,tinder,snapchat,0,,,,,,1,active
12589,28,160-170,average,WesternEurope,self-employed,grindr,snapchat,1,7-15,2.0,2.0,5.0,3.0,1,active
4510,26,170-180,mediocre,Asia,service / hospitality,tinder,whatsapp,1,1-7,2.0,2.0,4.0,5.0,1,active
10093,43,160-170,mediocre,SouthEurope,public sector / government,tinder,tinder,0,,,,,,0,not active
11563,48,200-210,athletic,MiddleEast,arts / media / design,grindr,telegram,1,30-90,2.0,3.0,3.0,3.0,1,active
7952,44,180-190,mediocre,SouthEurope,healthcare / medicine,Hinge,snapchat,1,7-15,2.0,4.0,5.0,4.0,2,active
8762,21,170-180,muscular,SouthAmerica,public sector / government,tinder,instagram dm,1,15-30,4.0,3.0,4.0,4.0,1,active
14836,19,170-180,average,CentralEurope,sales / marketing,Hinge,snapchat,1,7-15,4.0,3.0,1.0,3.0,2,active
11342,46,160-170,muscular,WesternEurope,sales / marketing,Bumble,whatsapp,0,,,,,,0,not active
9679,25,200-210,athletic,EasternEurope,engineering / manufacturing,Bumble,snapchat,1,7-15,4.0,2.0,2.0,2.0,2,active
883,31,200-210,athletic,NorthAmerica,sales / marketing,tinder,whatsapp,1,1-7,3.0,3.0,3.0,3.0,2,active
2620,26,190-200,muscular,MiddleEast,it / tech,other,whatsapp,1,1-7,4.0,4.0,2.0,4.0,1,active
8445,22,180-190,athletic,SouthAmerica,public sector / government,grindr,instagram dm,1,7-15,4.0,4.0,3.0,4.0,2,active
4894,20,200-210,muscular,NorthAmerica,it / tech,Hinge,snapchat,0,,,,,,0,not active
9101,34,190-200,muscular,NorthAmerica,it / tech,grindr,snapchat,1,7-15,0.0,4.0,3.0,5.0,1,not active
737,20,190-200,athletic,SouthEurope,sales / marketing,tinder,instagram dm,0,,,,,,0,not active
1349,22,190-200,athletic,CentralEurope,service / hospitality,tinder,snapchat,0,,,,,,0,not active
12893,23,180-190,average,Africa,sales / marketing,grindr,instagram dm,0,,,,,,0,not active
11350,33,170-180,mediocre,MiddleEast,engineering / manufacturing,tinder,snapchat,1,1-7,0.0,2.0,2.0,2.0,0,not active
10001,42,170-180,overweight,Asia,healthcare / medicine,Hinge,tinder,1,1-7,2.0,4.0,2.0,4.0,1,not active
7336,20,160-170,muscular,SouthAmerica,finance / banking / consulting,Bumble,instagram dm,0,,,,,,0,not active
668,37,170-180,muscular,NorthAmerica,it / tech,tinder,snapchat,1,7-15,3.0,5.0,1.0,5.0,2,active
7372,31,180-190,muscular,SouthAmerica,self-employed,tinder,snapchat,1,15-30,4.0,4.0,2.0,4.0,1,active
4885,44,170-180,mediocre,EasternEurope,self-employed,Hinge,telegram,1,1-7,3.0,4.0,2.0,4.0,1,active
9791,37,170-180,athletic,SouthEurope,it / tech,tinder,snapchat,1,7-15,1.0,1.0,1.0,1.0,2,active
7363,29,180-190,muscular,MiddleEast,education / academia,Bumble,snapchat,0,,,,,,0,not active
9731,38,180-190,average,WesternEurope,finance / banking / consulting,Hinge,snapchat,1,7-15,1.0,1.0,5.0,1.0,1,active
13846,38,190-200,average,NorthAmerica,finance / banking / consulting,Bumble,snapchat,1,15-30,3.0,3.0,3.0,4.0,1,active
5655,23,190-200,athletic,Africa,self-employed,grindr,snapchat,1,7-15,4.0,2.0,3.0,2.0,1,not active
9960,39,170-180,muscular,Asia,engineering / manufacturing,tinder,snapchat,1,1-7,2.0,5.0,3.0,5.0,1,active
2834,41,160-170,average,WesternEurope,engineering / manufacturing,tinder,other,1,1-7,3.0,4.0,2.0,4.0,0,not active
3030,39,200-210,athletic,SouthEurope,sales / marketing,tinder,snapchat,1,7-15,5.0,2.0,1.0,2.0,2,active
9219,20,190-200,athletic,SouthEurope,sales / marketing,tinder,snapchat,1,30-90,3.0,4.0,2.0,4.0,0,not active
10740,35,180-190,athletic,WesternEurope,healthcare / medicine,Hinge,whatsapp,0,,,,,,0,not active
11566,52,200-210,athletic,NorthAmerica,unemployed,Hinge,snapchat,0,,,,,,0,not active
10420,34,160-170,muscular,WesternEurope,engineering / manufacturing,tinder,snapchat,1,1-7,3.0,4.0,2.0,4.0,1,active
14699,35,160-170,athletic,Asia,finance / banking / consulting,Hinge,whatsapp,0,,,,,,0,not active
5306,49,180-190,athletic,NorthAmerica,public sector / government,tinder,snapchat,0,,,,,,0,not active
1743,18,200-210,athletic,WesternEurope,it / tech,tinder,whatsapp,1,1-7,2.0,4.0,1.0,4.0,1,active
9551,41,180-190,mediocre,SouthAmerica,it / tech,tinder,tinder,1,1-7,4.0,3.0,1.0,3.0,1,not active
14507,44,170-180,slim,EasternEurope,finance / banking / consulting,tinder,whatsapp,0,,,,,,0,not active
6243,31,170-180,average,MiddleEast,service / hospitality,Hinge,whatsapp,1,1-7,2.0,4.0,1.0,3.0,1,active
3322,29,200-210,muscular,WesternEurope,healthcare / medicine,Hinge,snapchat,1,7-15,4.0,3.0,3.0,3.0,2,active
13365,42,190-200,athletic,Africa,sales / marketing,Hinge,instagram dm,0,,,,,,0,not active
6432,44,190-200,muscular,SouthEurope,service / hospitality,tinder,whatsapp,1,1-7,3.0,5.0,2.0,5.0,2,active
11299,31,180-190,athletic,SouthEurope,self-employed,tinder,whatsapp,1,1-7,3.0,1.0,3.0,1.0,2,active
5333,21,160-170,muscular,SouthEurope,public sector / government,grindr,instagram dm,0,,,,,,0,not active
1192,33,160-170,average,Asia,healthcare / medicine,Bumble,instagram dm,1,7-15,0.0,2.0,2.0,2.0,2,active
85,31,180-190,overweight,SouthAmerica,public sector / government,tinder,instagram dm,1,15-30,2.0,3.0,3.0,3.0,0,not active
251,22,160-170,mediocre,Asia,finance / banking / consulting,instagram,instagram dm,0,,,,,,0,not active
4847,21,160-170,slim,SouthAmerica,self-employed,grindr,snapchat,0,,,,,,0,not active
6700,40,180-190,average,EasternEurope,engineering / manufacturing,Hinge,whatsapp,0,,,,,,0,not active
14347,29,180-190,mediocre,Africa,it / tech,Bumble,snapchat,1,15-30,0.0,5.0,5.0,5.0,1,active
12224,49,180-190,slim,SouthAmerica,engineering / manufacturing,tinder,snapchat,1,1-7,2.0,4.0,3.0,4.0,1,not active
7483,27,160-170,muscular,MiddleEast,engineering / manufacturing,grindr,instagram dm,0,,,,,,0,not active
10384,30,160-170,average,CentralEurope,engineering / manufacturing,Hinge,whatsapp,0,,,,,,1,active
3336,30,170-180,athletic,EasternEurope,sales / marketing,tinder,telegram,1,15-30,2.0,3.0,1.0,3.0,1,active
2601,37,190-200,muscular,SouthEurope,public sector / government,Hinge,whatsapp,1,15-30,2.0,2.0,2.0,2.0,2,active
7309,19,160-170,athletic,Asia,service / hospitality,Hinge,instagram dm,0,,,,,,1,active
1111,25,160-170,athletic,WesternEurope,public sector / government,instagram,whatsapp,1,15-30,0.0,2.0,2.0,2.0,0,not active
7639,25,180-190,slim,SouthEurope,engineering / manufacturing,instagram,whatsapp,1,7-15,1.0,4.0,2.0,5.0,0,not active
12005,24,200-210,athletic,Africa,finance / banking / consulting,Hinge,snapchat,1,15-30,3.0,3.0,4.0,3.0,2,active
5354,22,160-170,athletic,EasternEurope,finance / banking / consulting,Hinge,snapchat,0,,,,,,0,not active
12818,46,190-200,muscular,NorthAmerica,student,instagram,snapchat,1,7-15,0.0,4.0,3.0,4.0,1,active
1139,45,190-200,athletic,Africa,public sector / government,Hinge,instagram dm,0,,,,,,0,not active
11652,28,190-200,athletic,MiddleEast,engineering / manufacturing,tinder,tinder,1,7-15,4.0,4.0,3.0,5.0,2,active
5191,35,180-190,athletic,SouthEurope,finance / banking / consulting,Hinge,whatsapp,1,7-15,0.0,5.0,4.0,5.0,2,active
10715,45,190-200,average,SouthEurope,engineering / manufacturing,tinder,whatsapp,1,7-15,3.0,1.0,1.0,1.0,0,not active
7572,37,180-190,muscular,NorthAmerica,finance / banking / consulting,Hinge,instagram dm,0,,,,,,0,not active
9043,20,200-210,athletic,NorthAmerica,education / academia,Hinge,snapchat,1,other,3.0,1.0,5.0,1.0,2,active
8308,44,200-210,athletic,WesternEurope,service / hospitality,Bumble,snapchat,0,,,,,,0,not active
8466,24,190-200,muscular,MiddleEast,self-employed,tinder,instagram dm,1,1-7,3.0,3.0,4.0,3.0,2,active
1291,46,180-190,average,CentralEurope,it / tech,grindr,whatsapp,1,7-15,3.0,5.0,2.0,5.0,2,active
546,18,160-170,mediocre,WesternEurope,engineering / manufacturing,tinder,snapchat,1,1-7,2.0,4.0,4.0,4.0,1,active
10680,25,200-210,athletic,Africa,other,Hinge,instagram dm,0,,,,,,0,not active
14731,40,200-210,muscular,NorthAmerica,it / tech,grindr,whatsapp,1,7-15,1.0,4.0,3.0,4.0,1,active
709,22,180-190,average,WesternEurope,service / hospitality,tinder,snapchat,0,,,,,,0,not active
5241,52,160-170,mediocre,WesternEurope,public sector / government,grindr,snapchat,1,7-15,2.0,5.0,3.0,5.0,1,not active
2434,48,170-180,average,NorthAmerica,sales / marketing,instagram,snapchat,1,7-15,1.0,5.0,3.0,5.0,2,active
13987,44,170-180,average,NorthAmerica,finance / banking / consulting,Bumble,whatsapp,1,1-7,3.0,5.0,3.0,5.0,2,active
3803,48,160-170,overweight,Asia,it / tech,tinder,instagram dm,0,,,,,,0,not active
5799,32,200-210,athletic,Africa,service / hospitality,Hinge,instagram dm,0,,,,,,0,not active
10341,42,190-200,muscular,CentralEurope,it / tech,instagram,snapchat,1,7-15,2.0,3.0,3.0,3.0,1,not active
4126,51,190-200,average,SouthEurope,healthcare / medicine,tinder,snapchat,1,7-15,2.0,2.0,1.0,2.0,0,not active
11019,45,180-190,mediocre,CentralEurope,finance / banking / consulting,tinder,snapchat,1,7-15,3.0,5.0,1.0,5.0,2,active
12809,49,190-200,average,NorthAmerica,public sector / government,tinder,whatsapp,0,,,,,,0,not active
12445,52,200-210,athletic,Africa,education / academia,Bumble,instagram dm,0,,,,,,0,not active
8636,42,170-180,slim,WesternEurope,sales / marketing,Bumble,snapchat,0,,,,,,1,active
8917,38,200-210,muscular,NorthAmerica,service / hospitality,Bumble,whatsapp,0,,,,,,0,not active
4015,38,180-190,mediocre,MiddleEast,it / tech,tinder,snapchat,1,15-30,3.0,1.0,4.0,1.0,1,active
6111,48,180-190,athletic,NorthAmerica,sales / marketing,Hinge,snapchat,1,30-90,2.0,4.0,3.0,5.0,1,active
1451,37,160-170,slim,SouthEurope,finance / banking / consulting,instagram,instagram dm,0,,,,,,0,not active
9788,19,170-180,mediocre,MiddleEast,it / tech,Hinge,instagram dm,1,15-30,4.0,5.0,3.0,5.0,2,active
2164,50,190-200,athletic,Africa,finance / banking / consulting,Hinge,snapchat,0,,,,,,1,active
7170,41,190-200,average,NorthAmerica,public sector / government,Hinge,whatsapp,1,1-7,2.0,3.0,4.0,3.0,1,not active
11908,36,190-200,average,EasternEurope,it / tech,tinder,whatsapp,1,30-90,2.0,5.0,4.0,4.0,1,active
3158,29,170-180,average,Asia,public sector / government,grindr,instagram dm,1,15-30,3.0,5.0,3.0,5.0,1,active
6657,49,200-210,muscular,NorthAmerica,sales / marketing,Hinge,whatsapp,1,1-7,2.0,1.0,2.0,1.0,0,not active
9305,41,180-190,mediocre,Asia,public sector / government,tinder,whatsapp,1,15-30,4.0,4.0,1.0,4.0,2,active
5220,52,170-180,mediocre,Africa,healthcare / medicine,Bumble,other,0,,,,,,0,not active
2403,49,200-210,athletic,Africa,self-employed,Hinge,instagram dm,1,7-15,2.0,5.0,1.0,5.0,1,active
3892,42,170-180,athletic,EasternEurope,healthcare / medicine,Hinge,whatsapp,1,7-15,3.0,3.0,1.0,3.0,2,active
12285,49,170-180,average,Asia,arts / media / design,tinder,snapchat,0,,,,,,0,not active
236,35,200-210,average,NorthAmerica,public sector / government,grindr,telegram,0,,,,,,1,active
4088,41,160-170,athletic,Asia,engineering / manufacturing,tinder,snapchat,1,7-15,0.0,4.0,1.0,4.0,1,active
10717,31,190-200,muscular,Africa,finance / banking / consulting,instagram,instagram dm,1,7-15,4.0,5.0,5.0,5.0,2,active
9531,20,180-190,average,SouthAmerica,public sector / government,tinder,snapchat,1,7-15,4.0,2.0,2.0,2.0,1,active
12674,41,200-210,athletic,WesternEurope,it / tech,tinder,snapchat,1,15-30,3.0,3.0,2.0,3.0,2,active
9502,23,180-190,average,NorthAmerica,public sector / government,tinder,snapchat,1,1-7,2.0,3.0,3.0,4.0,2,active
991,41,160-170,average,CentralEurope,arts / media / design,tinder,instagram dm,0,,,,,,0,not active
231,43,160-170,athletic,CentralEurope,it / tech,grindr,grindr,0,,,,,,1,active
9307,44,180-190,average,SouthEurope,sales / marketing,grindr,whatsapp,1,1-7,4.0,5.0,4.0,5.0,0,not active
2824,38,170-180,mediocre,Africa,healthcare / medicine,tinder,instagram dm,1,1-7,3.0,3.0,5.0,3.0,1,not active
3052,19,160-170,overweight,MiddleEast,service / hospitality,instagram,snapchat,0,,,,,,1,active
11804,19,180-190,mediocre,CentralEurope,it / tech,tinder,instagram dm,1,1-7,2.0,5.0,4.0,5.0,2,active
14035,42,180-190,athletic,MiddleEast,public sector / government,tinder,tinder,1,7-15,3.0,4.0,1.0,4.0,2,active
1168,35,170-180,average,NorthAmerica,public sector / government,Hinge,snapchat,1,30-90,1.0,5.0,3.0,5.0,1,active
6571,28,190-200,athletic,SouthEurope,it / tech,instagram,instagram dm,1,1-7,3.0,3.0,2.0,3.0,2,active
8433,39,200-210,average,NorthAmerica,finance / banking / consulting,Hinge,snapchat,0,,,,,,0,not active
14302,33,170-180,average,Africa,engineering / manufacturing,tinder,instagram dm,1,7-15,3.0,3.0,3.0,3.0,2,active
8199,32,190-200,athletic,Africa,education / academia,Hinge,instagram dm,1,15-30,3.0,4.0,2.0,4.0,2,active
11008,48,160-170,mediocre,WesternEurope,public sector / government,Bumble,snapchat,0,,,,,,0,not active
12175,37,170-180,athletic,NorthAmerica,other,Bumble,snapchat,1,7-15,2.0,4.0,2.0,4.0,1,not active
7313,29,170-180,average,Africa,healthcare / medicine,tinder,snapchat,0,,,,,,0,not active
8060,26,180-190,athletic,Africa,finance / banking / consulting,tinder,snapchat,1,15-30,2.0,3.0,3.0,3.0,1,active
4046,50,170-180,average,SouthEurope,sales / marketing,grindr,instagram dm,0,,,,,,0,not active
1945,21,190-200,athletic,SouthAmerica,education / academia,Bumble,snapchat,1,15-30,4.0,2.0,4.0,2.0,1,not active
14972,32,200-210,athletic,MiddleEast,healthcare / medicine,Bumble,whatsapp,1,15-30,3.0,5.0,1.0,5.0,2,active
3740,37,180-190,mediocre,NorthAmerica,engineering / manufacturing,Hinge,whatsapp,1,7-15,2.0,1.0,5.0,1.0,1,not active
13707,44,180-190,average,Africa,public sector / government,Bumble,instagram dm,1,7-15,5.0,5.0,2.0,5.0,2,active
6077,46,190-200,average,SouthEurope,engineering / manufacturing,Hinge,instagram dm,1,15-30,2.0,4.0,3.0,4.0,2,active
1958,38,170-180,average,SouthAmerica,student,instagram,instagram dm,0,,,,,,0,not active
7563,46,180-190,average,EasternEurope,self-employed,Hinge,whatsapp,0,,,,,,0,not active
6341,29,180-190,athletic,SouthAmerica,finance / banking / consulting,Hinge,instagram dm,1,7-15,2.0,3.0,2.0,3.0,0,not active
8907,20,180-190,mediocre,MiddleEast,service / hospitality,instagram,instagram dm,1,7-15,3.0,4.0,2.0,4.0,2,active
13656,26,200-210,athletic,SouthAmerica,arts / media / design,instagram,instagram dm,1,1-7,0.0,2.0,3.0,2.0,0,not active
7310,32,170-180,average,Asia,engineering / manufacturing,Hinge,whatsapp,1,1-7,5.0,3.0,2.0,5.0,2,active
904,42,170-180,athletic,NorthAmerica,education / academia,Hinge,whatsapp,1,1-7,0.0,5.0,5.0,5.0,1,active
13708,31,180-190,slim,SouthAmerica,public sector / government,Hinge,snapchat,1,7-15,5.0,4.0,5.0,3.0,2,active
8362,27,180-190,slim,SouthEurope,it / tech,tinder,snapchat,1,7-15,1.0,5.0,4.0,5.0,2,active
2227,40,190-200,athletic,SouthEurope,healthcare / medicine,Hinge,snapchat,1,7-15,3.0,1.0,3.0,1.0,1,active
8634,30,190-200,muscular,SouthEurope,it / tech,tinder,tinder,0,,,,,,1,not active
2004,26,180-190,average,SouthAmerica,self-employed,tinder,whatsapp,1,1-7,2.0,3.0,2.0,1.0,1,active
3102,28,180-190,athletic,Africa,sales / marketing,instagram,instagram dm,0,,,,,,0,not active
12129,47,160-170,average,SouthEurope,it / tech,Hinge,snapchat,1,7-15,3.0,4.0,1.0,4.0,1,not active
6391,20,190-200,muscular,NorthAmerica,engineering / manufacturing,instagram,whatsapp,1,1-7,1.0,3.0,4.0,3.0,1,active
3809,43,160-170,mediocre,Asia,education / academia,Hinge,instagram dm,1,30-90,3.0,3.0,2.0,3.0,1,active
4754,44,190-200,average,Africa,education / academia,Bumble,whatsapp,1,15-30,2.0,3.0,1.0,3.0,1,not active
7651,38,200-210,athletic,Africa,sales / marketing,tinder,whatsapp,1,15-30,0.0,2.0,4.0,2.0,1,not active
5290,43,200-210,athletic,SouthEurope,unemployed,Hinge,snapchat,0,,,,,,1,not active
6725,18,170-180,average,NorthAmerica,public sector / government,grindr,snapchat,0,,,,,,0,not active
5674,34,180-190,slim,SouthEurope,it / tech,other,instagram dm,1,1-7,2.0,2.0,3.0,2.0,0,not active
9355,48,190-200,average,CentralEurope,sales / marketing,Hinge,whatsapp,0,,,,,,0,not active
1128,31,190-200,athletic,Africa,student,tinder,other,1,1-7,2.0,5.0,2.0,5.0,2,active
1198,23,160-170,mediocre,WesternEurope,sales / marketing,tinder,whatsapp,1,7-15,2.0,1.0,5.0,2.0,1,not active
2175,27,160-170,athletic,NorthAmerica,sales / marketing,instagram,snapchat,0,,,,,,0,not active
14634,46,170-180,mediocre,EasternEurope,finance / banking / consulting,tinder,instagram dm,0,,,,,,0,not active
6065,43,160-170,athletic,WesternEurope,sales / marketing,tinder,whatsapp,1,1-7,2.0,4.0,1.0,4.0,0,not active
8500,28,180-190,average,MiddleEast,education / academia,Hinge,other,1,1-7,2.0,3.0,5.0,3.0,2,active
3874,27,200-210,athletic,CentralEurope,engineering / manufacturing,tinder,whatsapp,1,7-15,1.0,1.0,2.0,1.0,1,active
5817,25,170-180,average,Africa,sales / marketing,tinder,instagram dm,1,1-7,2.0,5.0,2.0,5.0,1,active
4559,49,170-180,average,MiddleEast,arts / media / design,Bumble,instagram dm,0,,,,,,0,not active
7444,26,160-170,mediocre,Asia,service / hospitality,grindr,grindr,1,7-15,2.0,3.0,2.0,3.0,1,active
1369,25,200-210,muscular,NorthAmerica,finance / banking / consulting,Bumble,whatsapp,1,7-15,2.0,4.0,4.0,4.0,1,active
13518,25,190-200,athletic,NorthAmerica,self-employed,instagram,snapchat,0,,,,,,0,not active
7917,23,180-190,athletic,SouthAmerica,sales / marketing,other,instagram dm,1,30-90,2.0,5.0,4.0,5.0,2,active
14164,27,160-170,muscular,SouthAmerica,healthcare / medicine,Hinge,tinder,1,7-15,0.0,3.0,4.0,3.0,1,not active
10174,45,160-170,slim,EasternEurope,healthcare / medicine,Hinge,snapchat,0,,,,,,0,not active
5102,35,170-180,mediocre,SouthEurope,finance / banking / consulting,grindr,telegram,0,,,,,,1,not active
14973,43,160-170,athletic,Asia,finance / banking / consulting,Hinge,instagram dm,1,7-15,2.0,3.0,1.0,3.0,1,active
11893,47,200-210,athletic,Africa,finance / banking / consulting,Hinge,snapchat,0,,,,,,0,not active
6131,46,190-200,muscular,NorthAmerica,engineering / manufacturing,instagram,snapchat,1,7-15,1.0,4.0,2.0,3.0,1,active
8853,45,200-210,average,SouthAmerica,healthcare / medicine,Bumble,instagram dm,0,,,,,,0,not active
6640,20,160-170,average,SouthAmerica,engineering / manufacturing,Bumble,instagram dm,1,30-90,4.0,2.0,3.0,2.0,2,active
11362,45,200-210,muscular,Asia,engineering / manufacturing,instagram,instagram dm,1,15-30,2.0,3.0,4.0,3.0,2,active
12627,38,180-190,mediocre,Africa,education / academia,Hinge,instagram dm,0,,,,,,0,not active
3669,20,170-180,average,EasternEurope,engineering / manufacturing,tinder,instagram dm,1,7-15,2.0,4.0,2.0,4.0,1,active
425,23,190-200,muscular,NorthAmerica,public sector / government,instagram,instagram dm,1,7-15,4.0,4.0,2.0,4.0,1,active
1321,30,160-170,average,SouthAmerica,public sector / government,Bumble,instagram dm,1,30-90,1.0,2.0,2.0,3.0,2,active
9249,38,190-200,muscular,Africa,public sector / government,instagram,snapchat,1,1-7,2.0,2.0,5.0,1.0,1,active
10614,42,200-210,muscular,Africa,education / academia,Hinge,whatsapp,1,1-7,3.0,1.0,3.0,1.0,1,active
682,28,190-200,athletic,Africa,engineering / manufacturing,grindr,instagram dm,1,7-15,0.0,3.0,3.0,3.0,1,active
6597,34,200-210,muscular,MiddleEast,engineering / manufacturing,Bumble,instagram dm,1,7-15,4.0,5.0,1.0,5.0,1,active
8910,26,190-200,muscular,EasternEurope,education / academia,Bumble,grindr,1,15-30,5.0,4.0,3.0,4.0,2,active
8441,45,200-210,average,NorthAmerica,public sector / government,tinder,snapchat,0,,,,,,0,not active
8986,31,160-170,athletic,Asia,self-employed,instagram,instagram dm,1,1-7,2.0,3.0,4.0,3.0,1,active
709,31,170-180,athletic,Africa,finance / banking / consulting,Hinge,instagram dm,1,7-15,1.0,4.0,3.0,4.0,2,active
10206,28,190-200,athletic,NorthAmerica,engineering / manufacturing,tinder,snapchat,0,,,,,,0,not active
14272,40,190-200,muscular,Asia,public sector / government,grindr,whatsapp,1,7-15,2.0,2.0,3.0,2.0,2,active
1568,30,170-180,average,EasternEurope,sales / marketing,grindr,whatsapp,1,1-7,5.0,4.0,4.0,4.0,1,active
8827,43,190-200,athletic,SouthAmerica,it / tech,Bumble,telegram,1,7-15,2.0,3.0,1.0,3.0,2,active
10855,34,170-180,average,Asia,engineering / manufacturing,Hinge,snapchat,1,7-15,2.0,4.0,2.0,4.0,1,not active
14797,40,170-180,average,Africa,it / tech,tinder,tinder,1,7-15,0.0,4.0,5.0,4.0,1,not active
819,39,190-200,muscular,MiddleEast,self-employed,Bumble,instagram dm,1,1-7,4.0,4.0,4.0,4.0,1,active
13947,20,190-200,average,Africa,it / tech,grindr,snapchat,0,,,,,,0,not active
2294,28,190-200,muscular,Africa,other,grindr,instagram dm,0,,,,,,0,not active
21,34,200-210,average,WesternEurope,service / hospitality,Bumble,snapchat,1,30-90,2.0,2.0,4.0,3.0,1,not active
318,27,170-180,athletic,EasternEurope,sales / marketing,tinder,other,1,30-90,1.0,4.0,5.0,4.0,1,not active
10685,43,190-200,athletic,WesternEurope,healthcare / medicine,Bumble,instagram dm,1,15-30,1.0,1.0,3.0,1.0,0,not active
9598,35,200-210,athletic,Africa,unemployed,Hinge,whatsapp,1,1-7,2.0,2.0,3.0,2.0,1,active
6014,51,180-190,athletic,SouthAmerica,unemployed,grindr,instagram dm,0,,,,,,0,not active
